NAME,ASINS,TIME,RATING,URL,REVIEW_SUMMARY,FULL_REVIEW
mahesh n.,B0C7C1DRK5,Reviewed in India on 5 November 2023,5.0 out of 5 stars,https://www.amazon.in/gp/profile/amzn1.account.AFOUKEROJBH3X2BMVCQHJOX4X2GQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8,Worth mobile under 20k,"Mobile is good , battery is amazing only 6-7% battery will loss for one hour of continues uses , camera for video recording is awesome if you shake while recording the output will not contain any shake , I liked the signature design of camera it looks premium in my hand ,the major demerit is it not contains adapter in the box ,,,Finally Happy Costumer 😀,,,,,"
Kiranlal,B0C7C1DRK5,Reviewed in India on 18 November 2023,5.0 out of 5 stars,https://www.amazon.in/gp/profile/amzn1.account.AFYOUMRCDR6XSZYYNPD7PPMEX6TQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8,Super Battery phone with low camera quality,"Overall the phone is super. But the camera quality of the phone is not upto Samsung f54. I will suggest F54 that buying this. there is no lag, no issues with battery and other aspects are super except the Camera quality. need improvement in that. i hope Samsung will provide update which includes camera module upgrade."
Priyanshu,B0C7C1DRK5,Reviewed in India on 16 November 2023,5.0 out of 5 stars,https://www.amazon.in/gp/profile/amzn1.account.AHLWXBJS5EM5HUJPSXCV5FV35SYQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8,This phone is for everyone except for casual and heavy gamers.,"The screen is amazing. Speaker is sufficiently loud.

Reasons why its a great buy over other phones:

You get 1000 nits brightness. Its better than f54 which has maximum of 800 nits brightness.

Amazing software experience.

Camera with OIS.

Please buy the 8GB varient. Extra ram matters."
Azmat Ali Deshmukh,B0C7C1DRK5,Reviewed in India on 19 November 2023,5.0 out of 5 stars,https://www.amazon.in/gp/profile/amzn1.account.AHSYYIZQLTO4ZSHO3RESQYPZFTGA/ref=cm_cr_getr_d_gw_btm?ie=UTF8,Camera -Battery - Display,"Pros
If you need awesome camera, Big battery and marvelous display then go for it.
Truly value for money phone.
5 years security updates.

Cons
25 W average charging speed.

Conclusion
One of the best phone in this price segment.
Go for it."
alagu,B0C7C1DRK5,Reviewed in India on 11 November 2023,5.0 out of 5 stars,https://www.amazon.in/gp/profile/amzn1.account.AGCJQAOZOUNOM7QBNVVTYNZFJUEQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8,Satisfied Product,"Decent buy. In terms of performance , No lags observed and bit of battery draining but its ok to manage for regular use. No fits for intensive gamers. Low performance games can be played. No heat observed. Full charge takes overall 1hr 30 to 1 hr 40 mins."
Debarshi Das,B0C7C1DRK5,Reviewed in India on 9 October 2023,5.0 out of 5 stars,https://www.amazon.in/gp/profile/amzn1.account.AE3HFFIGR2QPYKHF4ZZNJDFLW76Q/ref=cm_cr_getr_d_gw_btm?ie=UTF8,Best Phone In Market In 2023,"Best Phone in the market in budget segment. Yeah the Phone get Little Warm when use Facebook Or youtube for long time but Thats not a issue. But Its The Best. Battery Backup Amazing. No Lag (0). 5G also ok. got 960mbps(120Megabyte/s) top speed in 5g. but in wifi settings i saw a little problem, its supports max 433mbps on 5ghz band and 72mbps on 2.4ghz band. dont know why ! i try to change settings in mobile or in router but same. even 5 years old phn(redmi note pro) support 86mbps on 2.4ghz and 433mbps on 5ghz band on wifi. not waterproof mobile, not dual speaker but sound still good,loud and clear. support dolby dts only wire/bluetooth headset. dual app not really good. i hve many app install but facebok,facebook massenger,whatsapp only support. not good as redmi dual app settings. phone box have only data cable(3ft approx) and sim ejecter tool and data cable not braided,its rubber.1 thing This phone is best. i purchase it for 14499(2023 great indian festival) with sbi 1500rs sbi credit card offer. 4times os update(andriod 17) and security patch upto 5 years(2027 or2028 not sure) gona give."
Aathmaj B.,B0C7C1DRK5,Reviewed in India on 12 October 2023,5.0 out of 5 stars,https://www.amazon.in/gp/profile/amzn1.account.AFTRWNGRSIR3ISSVTE3YUFTL7KSQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8,"Happy with the product 6gb/128gb at about Rs14,300.","An allrounder for normal usage. Back Camera is very good. We can record 60fps video in FHD mode and 30fps in UHD. Both Video and photo have pro features and performing good in low light also and colouring is very natural. Also front and macro camera is good. Battery backup is also very fine since it has a 5nm processor and 6000mah capacity. No lag in processor for normal usage, I think exynos 1280 is a good processor for an allrounder. No much heating issues compared to snapdragon processors. Fingerprints reading is really fast and accurate even if it is side mounted. Sound recording is really great and the output speaker volume is really high and have some good bass coming out which is pleasant to our ears. But the vibration from the speaker can be felt on our hands. Display is amazing with 120hz refresh rate. OS have improved a lot and gives about 80% features given in a flagship model.

Cons are mostly lookwise: Waterdrop notch, outdated design, hybrid slot which we have no dedicated sd card slot,either dual sim can be used or one sim and sd card at a time.

It's just 1 day after buy review and will update after further usage."
Ramkumar R,B0C7C1DRK5,Reviewed in India on 20 November 2023,5.0 out of 5 stars,https://www.amazon.in/gp/profile/amzn1.account.AFKZYIVNZDPTRJNRVVKXFWSDY5TA/ref=cm_cr_getr_d_gw_btm?ie=UTF8,Best phone under this budget,"Samsung always best.. it is secured than Oppo,Realme and vivo phones..

Higher Performance and 2 days battery are top highlights of this phone..

Having lot of inbuilt features like OCR, text translate in Camera,etc

Overall I like it most...

Thank u Samsung,Seller and one and only Amazon"
Soumitra Pramanik,B0C7C1DRK5,Reviewed in India on 8 November 2023,5.0 out of 5 stars,https://www.amazon.in/gp/profile/amzn1.account.AGAOUVZTLDMFXQMNZJTBA4RZWGOQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8,Champion Phone.,"I am highly imprassed by Samsung Galaxy M34 and One UI 5.1. A great camera, great display, great battry in this price. It also handle every type of game even the high graphics games. Overall a great device for my daily usage."
Mohit,B0C7C1DRK5,Reviewed in India on 30 October 2023,5.0 out of 5 stars,https://www.amazon.in/gp/profile/amzn1.account.AHOZHKHQ57Y2ZP7AXVGB7QKKSJMA/ref=cm_cr_getr_d_gw_btm?ie=UTF8,Decent performace with good battery life,Very gud phone for day to day tasks youtube insta chrome use. Good battery life. 12 hrs screen on time. Disable ram plus feature first as it comes preactivted cause heating issue. Got it for 8 gb ram @ 17k jn great indian sale.
Debi Prasad Mishra,B0C7C1DRK5,Reviewed in India on 9 November 2023,5.0 out of 5 stars,https://www.amazon.in/gp/profile/amzn1.account.AEXIHODURXNP2VRISTZZDKPEGYDA/ref=cm_cr_getr_d_gw_btm?ie=UTF8,Nice and bang for money product.,"Pros
1. Touch excellent
2. Amoled screen is good
3. No lag observed as I purchased 8gb model. Should purchase 8gb to make it future proof
4. Good back camera
5. Fast charging time
6. Low cost
Cons
1. Selfie camera is okayish
2. Heating is observed while playing games and long movies
3. Battery backup is okay barely survives a day

Overall a good Puja purchase."
Shailesh,B0C7C1DRK5,Reviewed in India on 17 November 2023,5.0 out of 5 stars,https://www.amazon.in/gp/profile/amzn1.account.AF4FP4BCLLD5BKQAZ6MUMRKBUPPA/ref=cm_cr_getr_d_gw_btm?ie=UTF8,Serves the purpose.,Working well .. this review is after 2 months of use. No issue with quality ..it's samsung. Got exactly what I ordered for. I don't install many apps .. my usage is minimal. I'm happy 😊..
Aviral Singh,B0C7C1DRK5,Reviewed in India on 1 November 2023,5.0 out of 5 stars,https://www.amazon.in/gp/profile/amzn1.account.AF6XGI4QOVBM2POPCPXAUAY7DUDQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8,Great Phone in this price range,"It’s been 15 days of using this phone. Yet to find any cons for this phone.
Just an opinion related to Samsung. Since they were already trolling Apple for not providing power adapter but now they have also stopped providing it."
Nandlal Shamra,B0C7C1DRK5,Reviewed in India on 8 November 2023,5.0 out of 5 stars,https://www.amazon.in/gp/profile/amzn1.account.AHYYQ7U2BSX7VEVTTEIUTI4ZSNMQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8,Good photo quality Good processor,Over i liked the camera and display . The processor has limitations for gaming which i didnt liked but playing cod is very smoother than Playing pubg . Overall best in buget and good performance phone.
Bikram Mahto,B0C7C1DRK5,Reviewed in India on 1 November 2023,5.0 out of 5 stars,https://www.amazon.in/gp/profile/amzn1.account.AGJXWUTKNFJQGJIUEQ7KJO2X556A/ref=cm_cr_getr_d_gw_btm?ie=UTF8,Now item Samsung mobile is not heating up,Reasons known by Samsung on the issue that phone is heating up very much while tuning YouTube mobile became very hot within 30 minutes. Since day before yesterday I am trying to contact adequate person to solve this issue
Priyanshu Sharma,B0C7C1DRK5,Reviewed in India on 30 July 2023,5.0 out of 5 stars,https://www.amazon.in/gp/profile/amzn1.account.AF6LYWASTU5SALUFQFXPGEAU2SRA/ref=cm_cr_getr_d_gw_btm?ie=UTF8,"Best Phone in ₹16,999 with card discount.","I'm reviewing this phone after 12 days of extensive use.

Pros: -
1. 6000 mAh battery 🔋 will last upto 1½ day if you're a heavy user otherwise it will give backup of 2 days for normal user.

2. Display is sAmoled❤️ and it's gorgeous at this price with 120hz refresh rate. I'm comfortable with u shaped notch. It's your personal choice you love it, or you don't.

3. 4 years of OS update 😎 it matters for me. And it has Full One UI does not core version, so you'll get maximum features of One UI except some like Samsung Desk.
4. Main camera is best. I switched from Redmi Note 5 Pro after using it more than 5 years so it's better than Redmi 😅. I'm not a camera focused person. So, ignore me😀. You can be able to record videos from main camera at 4k@30fps max but if you want stabilization then to use 1080@60fps for better results.

5. Exynos 1280 is good i use it extensively and it didn't heat much as compared to Exynos 2100 of s21fe. I didn't face any battery drain or anything.

6. UI is smooth across any app. You'll get 120fps in each app.

Cons: -

1. Back side is fingerprint magnet see in photo. 😐 You must clean regular but is prism colour is awesome 😍

2.Due to ufs 2.2 you will feel lag and jitter in multitasking.

3. RAM management isn't good. 😭

4.You didn't get a charger you'll have to buy it @₹1k approx. I buy Samsung original charger at @₹938.

5. It take 1-1.5hr to charge but it's not big matter for me but for many ☺️

6. Face recognition didn't work well. Sometimes it didn't recognise me😭.

Conclusion: -

For me it's best at this price i get because it has everything i want 🙏 I use NFC and it works fine. Samsung wallet ❤️ and more. I'm not a
heavy gamer so i didn't face any issue but i try bgmi and trust me this phone isn't for gamer's 🥹. But the package offers a lot at this price i love it. Thank you, Samsung for launching this monster at this price. 😘😘😘"
